timestamp,temperature_celsius,humidity_percent,pH,salinity_psu
2024-01-05 15:00:00,29.74,67.64,7.44,37.23
2024-01-05 16:00:00,28.7,71.34,7.43,36.56
2024-01-05 17:00:00,25.5,73.62,7.16,36.39
2024-01-05 18:00:00,25.63,73.81,7.19,37.47
2024-01-05 19:00:00,23.8,76.62,7.14,37.26
2024-01-05 20:00:00,24.18,71.58,7.24,36.54
2024-01-05 21:00:00,24.14,74.44,7.24,37.41
2024-01-05 22:00:00,22.5,81.52,7.03,35.92
2024-01-05 23:00:00,22.75,80.41,7.06,36.28
2024-01-06 00:00:00,22.76,79.85,7.25,36.79
2024-01-06 01:00:00,21.74,80.17,7.01,37.55
2024-01-06 02:00:00,21.7,79.6,6.93,35.71
2024-01-06 03:00:00,22.77,81.01,6.89,37.04
2024-01-06 04:00:00,22.9,75.18,6.94,37.32
2024-01-06 05:00:00,23.77,74.57,7.12,37.48
2024-01-06 06:00:00,26.3,76.62,7.27,36.27
2024-01-06 07:00:00,27.19,74.4,7.18,36.84
2024-01-06 08:00:00,29.81,70.53,7.11,36.96
2024-01-06 09:00:00,29.86,64.25,6.95,36.55
2024-01-06 10:00:00,30.78,66.48,6.94,36.05
2024-01-06 11:00:00,28.89,65.27,7.15,37.39
2024-01-06 12:00:00,31.22,67.66,7.34,36.99
2024-01-06 13:00:00,29.91,68.21,6.91,36.9
2024-01-06 14:00:00,29.72,71.29,6.99,36.71
2024-01-06 15:00:00,29.12,66.69,7.05,35.82
2024-01-06 16:00:00,28.93,71.58,7.19,35.93
2024-01-06 17:00:00,27.55,71.86,7.39,36.0
2024-01-06 18:00:00,26.12,72.88,7.03,36.36
2024-01-06 19:00:00,24.55,75.78,7.15,36.51
2024-01-06 20:00:00,24.26,80.11,6.75,37.0
2024-01-06 21:00:00,22.57,83.92,7.14,35.65
2024-01-06 22:00:00,20.79,81.54,7.02,36.33
2024-01-06 23:00:00,21.78,80.11,6.96,36.05
2024-01-07 00:00:00,21.62,80.26,7.12,35.61
2024-01-07 01:00:00,20.84,80.34,6.81,36.7
2024-01-07 02:00:00,24.03,77.76,6.77,35.1
2024-01-07 03:00:00,21.88,80.94,7.15,35.62
2024-01-07 04:00:00,24.26,75.31,7.09,36.04
2024-01-07 05:00:00,24.1,71.75,6.92,36.26
2024-01-07 06:00:00,24.79,76.42,6.87,35.83
2024-01-07 07:00:00,27.6,76.88,7.0,35.18
2024-01-07 08:00:00,29.29,66.7,6.99,36.48
2024-01-07 09:00:00,30.44,71.88,7.36,36.15
2024-01-07 10:00:00,30.33,69.85,7.16,35.21
2024-01-07 11:00:00,31.16,67.23,7.24,35.42
2024-01-07 12:00:00,30.62,67.98,7.03,34.93
2024-01-07 13:00:00,31.32,65.37,6.88,36.41
2024-01-07 14:00:00,32.89,64.98,6.8,36.42
2024-01-07 15:00:00,29.33,63.04,7.07,36.54
2024-01-07 16:00:00,26.28,79.64,6.83,35.87
2024-01-07 17:00:00,26.7,70.07,6.83,35.74
2024-01-07 18:00:00,25.11,70.05,6.79,35.78
2024-01-07 19:00:00,23.12,75.47,7.05,35.5
2024-01-07 20:00:00,22.79,74.54,6.84,34.86
2024-01-07 21:00:00,20.9,82.46,7.01,34.99
2024-01-07 22:00:00,23.53,80.61,7.1,34.88
2024-01-07 23:00:00,21.91,86.9,7.09,36.15
2024-01-08 00:00:00,20.09,86.06,6.58,35.41
2024-01-08 01:00:00,21.13,76.15,6.66,35.84
2024-01-08 02:00:00,20.43,83.33,7.13,35.5
2024-01-08 03:00:00,21.9,79.11,6.94,35.7
2024-01-08 04:00:00,24.2,77.98,6.89,35.33
2024-01-08 05:00:00,22.99,77.2,6.8,34.92
2024-01-08 06:00:00,25.76,73.09,7.06,34.87
2024-01-08 07:00:00,27.63,69.25,6.92,35.41
2024-01-08 08:00:00,30.2,69.26,6.99,35.02
2024-01-08 09:00:00,28.66,72.82,7.31,35.32
2024-01-08 10:00:00,29.81,67.7,7.01,35.68
2024-01-08 11:00:00,31.62,63.91,6.68,33.91
2024-01-08 12:00:00,30.41,68.25,6.93,35.67
2024-01-08 13:00:00,31.42,67.9,6.58,35.3
2024-01-08 14:00:00,31.8,65.94,6.79,35.28
2024-01-08 15:00:00,30.3,68.57,6.87,34.78
2024-01-08 16:00:00,30.22,70.41,7.03,34.81
2024-01-08 17:00:00,27.31,68.78,7.05,35.32
2024-01-08 18:00:00,27.08,72.25,6.87,34.18
2024-01-08 19:00:00,25.7,70.95,7.18,34.79
2024-01-08 20:00:00,22.58,83.86,6.83,34.73
2024-01-08 21:00:00,22.87,77.52,6.88,34.8
2024-01-08 22:00:00,21.86,79.89,7.15,34.39
2024-01-08 23:00:00,20.82,82.44,6.9,34.93
2024-01-09 00:00:00,21.36,81.84,7.21,34.17
2024-01-09 01:00:00,21.53,79.46,6.98,34.3
2024-01-09 02:00:00,23.7,72.64,6.6,34.89
2024-01-09 03:00:00,21.05,81.32,6.79,35.55
2024-01-09 04:00:00,23.77,76.13,6.87,33.63
2024-01-09 05:00:00,24.35,72.78,6.86,34.14
2024-01-09 06:00:00,27.91,74.63,7.02,34.33
2024-01-09 07:00:00,27.11,70.44,6.79,33.84
2024-01-09 08:00:00,30.12,59.78,6.86,34.81
2024-01-09 09:00:00,29.56,71.87,7.08,34.37
2024-01-09 10:00:00,31.43,61.25,7.27,34.21
2024-01-09 11:00:00,30.98,65.99,6.89,34.43
2024-01-09 12:00:00,32.07,62.74,6.91,34.56
2024-01-09 13:00:00,31.06,66.6,7.13,34.28
2024-01-09 14:00:00,29.77,69.54,7.15,34.51
2024-01-09 15:00:00,30.15,64.99,6.86,33.43
2024-01-09 16:00:00,27.33,73.92,7.3,33.12
2024-01-09 17:00:00,28.03,72.08,6.97,34.12
2024-01-09 18:00:00,27.65,69.54,7.01,34.31
2024-01-09 19:00:00,24.64,68.88,7.25,34.35
2024-01-09 20:00:00,23.44,74.94,6.89,34.33
2024-01-09 21:00:00,22.82,77.33,7.26,33.41
2024-01-09 22:00:00,23.04,76.92,7.11,33.59
2024-01-09 23:00:00,22.77,82.74,7.1,33.62
2024-01-10 00:00:00,23.02,73.17,7.08,33.59
2024-01-10 01:00:00,22.27,76.99,7.01,34.61
2024-01-10 02:00:00,22.47,80.81,7.07,34.21
2024-01-10 03:00:00,22.78,81.42,7.0,34.25
2024-01-10 04:00:00,23.06,77.02,7.04,33.74
2024-01-10 05:00:00,23.8,73.71,7.03,34.27
2024-01-10 06:00:00,26.39,67.28,7.21,33.71
2024-01-10 07:00:00,26.64,71.52,7.09,33.71
2024-01-10 08:00:00,29.83,66.27,7.01,34.3
2024-01-10 09:00:00,31.85,64.14,7.23,34.17
2024-01-10 10:00:00,31.36,66.59,7.06,34.49
2024-01-10 11:00:00,30.34,66.56,7.13,34.5
2024-01-10 12:00:00,32.17,63.36,7.1,33.64
2024-01-10 13:00:00,32.24,62.79,6.74,33.23
2024-01-10 14:00:00,32.29,63.51,7.08,33.92
2024-01-10 15:00:00,31.74,61.96,7.03,33.03
2024-01-10 16:00:00,30.83,68.07,7.13,33.86
2024-01-10 17:00:00,27.6,67.37,7.32,33.25
2024-01-10 18:00:00,29.06,67.68,7.31,32.87
2024-01-10 19:00:00,24.68,78.61,7.24,34.1
2024-01-10 20:00:00,23.9,74.99,7.37,34.07
2024-01-10 21:00:00,25.0,71.75,6.99,33.93
2024-01-10 22:00:00,22.55,77.03,7.17,34.47
2024-01-10 23:00:00,21.76,81.17,7.11,32.9
2024-01-11 00:00:00,21.04,82.57,7.19,33.36
2024-01-11 01:00:00,24.08,74.42,7.31,33.36
2024-01-11 02:00:00,23.9,78.48,7.3,32.64
2024-01-11 03:00:00,21.77,79.09,7.11,32.82
2024-01-11 04:00:00,22.5,77.76,7.51,32.83
2024-01-11 05:00:00,26.3,67.53,7.14,32.4
2024-01-11 06:00:00,26.04,77.23,7.37,32.43
2024-01-11 07:00:00,28.06,70.75,7.21,32.89
2024-01-11 08:00:00,30.22,66.84,7.63,33.42
2024-01-11 09:00:00,32.24,68.09,7.25,32.95
2024-01-11 10:00:00,30.13,66.59,7.39,33.45
2024-01-11 11:00:00,32.04,64.22,7.72,33.67
2024-01-11 12:00:00,31.54,66.16,7.19,32.03
2024-01-11 13:00:00,32.24,60.74,7.29,33.05
2024-01-11 14:00:00,30.15,69.81,7.47,32.85
2024-01-11 15:00:00,31.02,66.17,7.42,32.58
2024-01-11 16:00:00,29.17,69.04,7.6,31.89
2024-01-11 17:00:00,27.66,72.71,7.47,33.78
2024-01-11 18:00:00,27.48,75.44,7.45,33.58
2024-01-11 19:00:00,25.1,70.91,7.52,33.4
2024-01-11 20:00:00,24.62,75.7,7.36,32.37
2024-01-11 21:00:00,22.48,85.93,7.07,32.94
2024-01-11 22:00:00,22.59,82.13,7.42,33.69
2024-01-11 23:00:00,21.57,81.92,7.11,32.3
2024-01-12 00:00:00,20.81,81.27,7.35,33.15
2024-01-12 01:00:00,23.11,79.97,7.29,33.44
2024-01-12 02:00:00,22.85,79.24,7.43,32.92
2024-01-12 03:00:00,22.27,83.05,7.23,33.91
2024-01-12 04:00:00,23.99,80.04,7.65,32.92
2024-01-12 05:00:00,25.76,74.44,7.36,33.0
2024-01-12 06:00:00,26.65,75.82,7.45,32.97
2024-01-12 07:00:00,28.06,67.51,7.45,32.37
2024-01-12 08:00:00,28.49,71.25,7.28,34.27
2024-01-12 09:00:00,30.3,69.0,7.63,32.04
2024-01-12 10:00:00,32.04,62.54,7.46,33.39
2024-01-12 11:00:00,31.21,64.37,7.36,32.87
2024-01-12 12:00:00,30.05,68.45,7.5,32.98
2024-01-12 13:00:00,33.92,64.53,7.24,32.99
2024-01-12 14:00:00,30.35,63.95,7.25,33.83
2024-01-12 15:00:00,30.19,68.26,7.43,34.37
2024-01-12 16:00:00,30.37,62.2,7.18,33.62
2024-01-12 17:00:00,27.87,71.45,7.72,33.05
2024-01-12 18:00:00,27.88,67.89,7.46,32.11
2024-01-12 19:00:00,24.88,72.94,7.44,33.38
2024-01-12 20:00:00,25.17,75.49,7.35,33.78
2024-01-12 21:00:00,24.42,74.72,7.59,31.83
2024-01-12 22:00:00,22.44,82.42,7.5,33.18
2024-01-12 23:00:00,21.42,80.55,7.59,32.65
2024-01-13 00:00:00,21.96,76.77,7.44,32.47
2024-01-13 01:00:00,20.68,81.62,7.81,33.17
2024-01-13 02:00:00,22.31,75.47,7.43,32.3
2024-01-13 03:00:00,25.85,74.41,7.53,32.72
2024-01-13 04:00:00,23.13,77.94,7.53,32.97
2024-01-13 05:00:00,26.84,67.48,7.26,32.45
2024-01-13 06:00:00,27.45,69.98,7.73,32.67
2024-01-13 07:00:00,27.79,69.0,7.63,33.0
2024-01-13 08:00:00,30.06,68.19,7.32,32.67
2024-01-13 09:00:00,29.49,71.03,7.28,32.73
2024-01-13 10:00:00,31.9,63.01,7.45,34.04
2024-01-13 11:00:00,31.03,67.61,7.54,33.79
2024-01-13 12:00:00,32.14,64.62,7.63,32.93
2024-01-13 13:00:00,32.46,61.94,7.98,33.43
2024-01-13 14:00:00,31.36,64.66,7.41,32.97
2024-01-13 15:00:00,28.93,70.29,7.75,32.52
2024-01-13 16:00:00,30.97,65.59,7.56,32.79
2024-01-13 17:00:00,29.79,73.2,7.44,34.46
2024-01-13 18:00:00,27.71,73.98,7.39,32.8
2024-01-13 19:00:00,25.63,72.53,7.46,33.86
2024-01-13 20:00:00,24.78,78.89,7.6,34.11
2024-01-13 21:00:00,24.18,74.79,7.4,33.04
2024-01-13 22:00:00,21.81,70.83,7.64,33.74
2024-01-13 23:00:00,20.23,83.04,7.54,34.21
2024-01-14 00:00:00,22.3,80.76,7.54,33.16
2024-01-14 01:00:00,23.21,78.09,7.13,33.46
2024-01-14 02:00:00,22.44,76.73,7.65,33.93
2024-01-14 03:00:00,24.05,78.92,7.3,33.28
2024-01-14 04:00:00,27.22,69.4,7.27,32.54
2024-01-14 05:00:00,26.72,71.75,7.45,33.63
2024-01-14 06:00:00,27.85,67.65,7.49,33.58
2024-01-14 07:00:00,28.2,71.72,7.66,34.17
2024-01-14 08:00:00,31.09,60.14,7.43,33.66
2024-01-14 09:00:00,29.82,67.95,7.46,34.47
2024-01-14 10:00:00,31.27,68.49,7.15,32.87
2024-01-14 11:00:00,32.67,64.92,7.45,33.71
2024-01-14 12:00:00,30.17,65.34,7.1,33.86
2024-01-14 13:00:00,32.43,56.88,7.69,33.87
2024-01-14 14:00:00,31.33,63.57,7.59,33.97
2024-01-14 15:00:00,31.86,63.62,7.42,33.9
2024-01-14 16:00:00,30.14,70.66,7.66,34.75
2024-01-14 17:00:00,27.56,75.59,7.31,34.96
2024-01-14 18:00:00,28.6,61.7,7.46,33.77
2024-01-14 19:00:00,26.3,73.31,7.58,33.45
2024-01-14 20:00:00,24.81,75.38,7.56,34.02
2024-01-14 21:00:00,24.0,80.13,7.32,33.62
2024-01-14 22:00:00,21.63,80.07,7.41,34.04
2024-01-14 23:00:00,20.8,83.62,7.78,34.42
2024-01-15 00:00:00,21.85,76.83,7.08,34.56
2024-01-15 01:00:00,22.47,73.48,7.31,33.8
2024-01-15 02:00:00,23.82,74.73,7.41,34.19
2024-01-15 03:00:00,25.53,72.86,7.54,33.66
2024-01-15 04:00:00,25.87,71.5,7.33,34.86
2024-01-15 05:00:00,26.2,78.75,7.32,33.63
2024-01-15 06:00:00,28.84,71.59,7.45,34.42
2024-01-15 07:00:00,28.73,71.87,7.18,34.61
2024-01-15 08:00:00,30.13,66.55,7.27,33.83
2024-01-15 09:00:00,31.08,64.24,7.25,34.81
2024-01-15 10:00:00,33.34,57.82,7.28,34.76
2024-01-15 11:00:00,31.73,66.54,7.22,34.56
2024-01-15 12:00:00,33.06,68.15,7.55,34.88
2024-01-15 13:00:00,33.45,59.97,7.33,35.17
2024-01-15 14:00:00,31.35,62.45,6.71,34.68
2024-01-15 15:00:00,29.84,67.41,7.22,34.53
2024-01-15 16:00:00,30.0,68.92,7.27,35.41
2024-01-15 17:00:00,29.5,67.16,7.21,34.99
2024-01-15 18:00:00,27.98,74.24,6.93,34.76
2024-01-15 19:00:00,25.01,75.27,6.93,35.37
2024-01-15 20:00:00,23.98,78.28,7.22,34.3
2024-01-15 21:00:00,23.61,78.53,7.07,34.35
2024-01-15 22:00:00,20.92,81.49,7.23,34.51
2024-01-15 23:00:00,24.32,75.93,7.06,35.18
2024-01-16 00:00:00,22.37,77.79,7.08,34.69
2024-01-16 01:00:00,22.52,72.67,7.02,35.15
2024-01-16 02:00:00,23.13,84.57,7.07,34.54
2024-01-16 03:00:00,24.05,75.0,7.4,35.31
2024-01-16 04:00:00,25.11,79.58,7.11,35.22
2024-01-16 05:00:00,25.63,68.18,7.06,35.97
2024-01-16 06:00:00,28.91,68.24,7.19,35.66
2024-01-16 07:00:00,29.61,71.28,7.25,35.56
2024-01-16 08:00:00,32.64,62.25,6.97,35.73
2024-01-16 09:00:00,31.21,59.42,7.12,35.17
2024-01-16 10:00:00,32.92,67.1,7.07,34.58
2024-01-16 11:00:00,31.93,68.39,6.96,35.42
2024-01-16 12:00:00,34.08,61.35,7.27,34.98
2024-01-16 13:00:00,30.71,65.57,7.16,35.86
2024-01-16 14:00:00,33.11,58.92,6.89,35.8
2024-01-16 15:00:00,31.03,63.02,7.17,35.29
2024-01-16 16:00:00,29.52,66.05,6.93,35.75
2024-01-16 17:00:00,29.45,68.35,6.84,35.38
2024-01-16 18:00:00,26.91,73.26,7.09,35.9
2024-01-16 19:00:00,25.11,73.94,7.0,35.1
2024-01-16 20:00:00,23.74,78.69,7.18,35.1
2024-01-16 21:00:00,24.87,80.53,7.0,36.24
2024-01-16 22:00:00,23.31,83.41,7.11,35.45
2024-01-16 23:00:00,24.08,79.04,7.35,35.6
2024-01-17 00:00:00,19.26,83.91,7.02,35.34
2024-01-17 01:00:00,22.95,74.11,7.21,36.49
2024-01-17 02:00:00,24.07,75.43,7.14,35.16
2024-01-17 03:00:00,24.17,73.95,7.12,35.78
2024-01-17 04:00:00,25.79,78.7,6.87,36.07
2024-01-17 05:00:00,24.81,76.23,6.7,36.21
2024-01-17 06:00:00,27.53,70.21,6.83,36.35
2024-01-17 07:00:00,27.74,75.27,7.11,34.91
2024-01-17 08:00:00,31.51,62.58,6.91,35.91
2024-01-17 09:00:00,31.65,66.0,6.93,36.44
2024-01-17 10:00:00,31.57,62.17,7.24,36.17
2024-01-17 11:00:00,31.52,68.89,7.11,35.97
2024-01-17 12:00:00,33.3,60.26,7.03,36.12
2024-01-17 13:00:00,30.93,68.04,6.97,36.0
2024-01-17 14:00:00,30.89,68.44,7.19,36.93
2024-01-17 15:00:00,31.96,64.64,6.91,36.62
2024-01-17 16:00:00,29.84,68.38,6.85,35.79
2024-01-17 17:00:00,27.41,67.66,6.71,36.55
2024-01-17 18:00:00,28.84,70.12,7.04,36.66
2024-01-17 19:00:00,27.88,70.83,7.18,36.94
2024-01-17 20:00:00,25.51,71.6,6.73,36.35
2024-01-17 21:00:00,25.57,71.74,7.1,36.36
2024-01-17 22:00:00,24.27,75.81,6.91,34.46
2024-01-17 23:00:00,22.3,70.74,6.98,36.23
2024-01-18 00:00:00,22.05,77.72,6.9,37.35
2024-01-18 01:00:00,22.06,77.69,6.85,36.07
2024-01-18 02:00:00,23.92,70.73,6.92,36.32
2024-01-18 03:00:00,23.31,75.67,7.12,36.86
2024-01-18 04:00:00,24.52,80.0,6.69,36.47
2024-01-18 05:00:00,24.66,80.27,6.63,35.88
2024-01-18 06:00:00,27.32,77.09,6.83,36.76
2024-01-18 07:00:00,30.41,66.41,6.88,36.63
2024-01-18 08:00:00,31.34,66.02,6.67,37.47
2024-01-18 09:00:00,31.91,61.55,6.85,36.5
2024-01-18 10:00:00,31.16,64.06,6.82,36.86
2024-01-18 11:00:00,34.4,56.7,6.74,37.24
2024-01-18 12:00:00,32.68,66.42,6.88,37.15
2024-01-18 13:00:00,32.31,65.99,6.93,36.8
2024-01-18 14:00:00,33.14,60.22,6.74,37.0
2024-01-18 15:00:00,29.38,71.12,6.89,36.46
2024-01-18 16:00:00,31.2,67.69,6.81,36.57
2024-01-18 17:00:00,30.06,65.97,6.66,35.89
2024-01-18 18:00:00,28.08,73.36,7.08,37.38
2024-01-18 19:00:00,26.69,72.52,6.82,36.48
2024-01-18 20:00:00,25.56,69.37,7.16,37.44
2024-01-18 21:00:00,24.09,76.06,7.06,36.15
2024-01-18 22:00:00,23.33,77.99,6.72,37.44
2024-01-18 23:00:00,24.39,80.29,6.92,36.4
2024-01-19 00:00:00,21.41,79.31,7.1,36.07
2024-01-19 01:00:00,22.39,79.84,7.21,37.29
2024-01-19 02:00:00,26.14,77.25,6.77,37.72
2024-01-19 03:00:00,25.57,74.69,6.63,36.99
2024-01-19 04:00:00,26.52,74.34,6.73,37.35
2024-01-19 05:00:00,26.51,76.25,6.98,37.19
2024-01-19 06:00:00,28.28,69.47,7.07,36.2
2024-01-19 07:00:00,29.35,65.24,7.15,36.94
2024-01-19 08:00:00,31.0,65.06,7.23,37.23
2024-01-19 09:00:00,33.35,67.4,6.77,36.68
2024-01-19 10:00:00,31.55,60.22,6.94,36.23
2024-01-19 11:00:00,32.93,63.47,7.03,36.3
2024-01-19 12:00:00,32.79,58.53,7.07,37.11
2024-01-19 13:00:00,33.9,67.59,7.23,36.68
2024-01-19 14:00:00,33.32,68.11,6.8,37.06
2024-01-19 15:00:00,31.67,66.09,7.04,37.21
2024-01-19 16:00:00,31.16,66.97,7.21,36.98
2024-01-19 17:00:00,29.51,67.97,6.95,36.14
2024-01-19 18:00:00,29.06,67.08,6.98,37.56
2024-01-19 19:00:00,28.35,71.35,7.17,37.4
2024-01-19 20:00:00,25.37,68.86,6.84,36.66
2024-01-19 21:00:00,25.0,70.67,7.12,36.53
2024-01-19 22:00:00,22.72,81.39,7.03,38.1
2024-01-19 23:00:00,22.77,80.36,6.97,36.34
2024-01-20 00:00:00,23.41,73.2,6.96,36.91
2024-01-20 01:00:00,22.37,80.13,6.7,37.02
2024-01-20 02:00:00,23.1,75.96,7.04,37.38
2024-01-20 03:00:00,26.02,73.39,6.9,37.03
2024-01-20 04:00:00,26.52,76.06,6.8,37.7
2024-01-20 05:00:00,25.71,75.66,6.89,35.61
2024-01-20 06:00:00,27.64,71.06,7.19,36.81
2024-01-20 07:00:00,29.86,70.16,7.0,36.97
2024-01-20 08:00:00,32.11,64.91,6.82,37.28
2024-01-20 09:00:00,30.74,62.26,7.15,36.29
2024-01-20 10:00:00,34.12,58.77,7.21,37.47
2024-01-20 11:00:00,32.41,69.88,7.32,36.57
2024-01-20 12:00:00,32.51,64.49,7.29,37.45
2024-01-20 13:00:00,34.17,62.39,7.34,36.92
2024-01-20 14:00:00,32.48,64.16,7.25,36.94
2024-01-20 15:00:00,30.67,63.22,7.34,37.42
2024-01-20 16:00:00,32.85,67.05,7.1,36.16
2024-01-20 17:00:00,31.54,67.83,7.48,36.8
2024-01-20 18:00:00,27.5,72.04,7.11,36.56
2024-01-20 19:00:00,26.97,76.44,7.37,36.41
2024-01-20 20:00:00,28.09,68.5,6.99,35.69
2024-01-20 21:00:00,24.18,73.34,7.18,36.63
2024-01-20 22:00:00,25.4,72.02,7.12,37.61
2024-01-20 23:00:00,22.34,79.2,7.24,37.25
